PDB ID	Symmetry group (M - monomer; Dna - dihedral with heterologous interfaces; Dns - dihedral with only isologous interfaces; Ts - tetrahedral with isologous interfaces; Ta - tetrahedral with only heterologous interfaces; O* - 4 different octahedral topologies)	Number of subunits	Number of unique subunits (ie row of the periodic table)	Included in non-redundant set	Year of release	Quaternary structure assignment (C - correct; E - error)	Quaternary structure topology index (complexes with the same index have the same reduced topology)	List of interfaces	List of interface types (all identical subunits are given the same code)	List of interface sizes (Angstroms^2)	List of interface types (I- isologous homomeric; H - heterologous homomeric; T - heteromeric)	Interfaces included in the reduced topology (1 - yes; 0 - no)	
1rcc	Os	24	1	0	1995	C	18	"A-F,A-L,A-Q,A-T,A-V,B-H,B-I,B-R,B-S,B-W,C-G,C-K,C-R,C-S,C-X,D-E,D-J,D-Q,D-T,D-U,E-J,E-M,E-P,E-Q,F-L,F-N,F-O,F-T,G-K,G-N,G-O,G-S,H-I,H-M,H-P,H-R,I-P,I-V,I-W,J-M,J-U,J-X,K-N,K-U,K-X,L-O,L-V,L-W,M-R,M-X,N-T,N-U,O-S,O-W,P-Q,P-V,Q-V,R-X,S-W,T-U"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1261.7,1261.7,1241.9,1241.9,2535.8,1261.7,1261.7,1241.9,1241.9,2535.8,1261.7,1261.7,1241.9,1241.9,2535.8,1261.7,1261.7,1241.9,1241.9,2535.8,1261.7,1241.9,1241.9,2535.8,1261.7,1241.9,1241.9,2535.8,1261.7,1241.9,1241.9,2535.8,1261.7,1241.9,1241.9,2535.8,2535.8,1241.9,1241.9,2535.8,1241.9,1241.9,2535.8,1241.9,1241.9,2535.8,1241.9,1241.9,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7"	"H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"	
1rcd	Os	24	1	0	1995	C	18	"A-F,A-L,A-Q,A-T,A-V,B-H,B-I,B-R,B-S,B-W,C-G,C-K,C-R,C-S,C-X,D-E,D-J,D-Q,D-T,D-U,E-J,E-M,E-P,E-Q,F-L,F-N,F-O,F-T,G-K,G-N,G-O,G-S,H-I,H-M,H-P,H-R,I-P,I-V,I-W,J-M,J-U,J-X,K-N,K-U,K-X,L-O,L-V,L-W,M-R,M-X,N-T,N-U,O-S,O-W,P-Q,P-V,Q-V,R-X,S-W,T-U"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1259.8,1259.8,1217.5,1217.5,2721.3,1259.8,1259.8,1217.5,1217.5,2721.3,1259.8,1259.8,1217.5,1217.5,2721.3,1259.8,1259.8,1217.5,1217.5,2721.3,1259.8,1217.5,1217.5,2721.3,1259.8,1217.5,1217.5,2721.3,1259.8,1217.5,1217.5,2721.3,1259.8,1217.5,1217.5,2721.3,2721.3,1217.5,1217.5,2721.3,1217.5,1217.5,2721.3,1217.5,1217.5,2721.3,1217.5,1217.5,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8,1259.8"	"H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"	
1rce	Os	24	1	0	1995	C	18	"A-F,A-L,A-Q,A-T,A-V,B-H,B-I,B-R,B-S,B-W,C-G,C-K,C-R,C-S,C-X,D-E,D-J,D-Q,D-T,D-U,E-J,E-M,E-P,E-Q,F-L,F-N,F-O,F-T,G-K,G-N,G-O,G-S,H-I,H-M,H-P,H-R,I-P,I-V,I-W,J-M,J-U,J-X,K-N,K-U,K-X,L-O,L-V,L-W,M-R,M-X,N-T,N-U,O-S,O-W,P-Q,P-V,Q-V,R-X,S-W,T-U"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1248.2,1248.2,1236.4,1236.4,2514.9,1248.2,1248.2,1236.4,1236.4,2514.9,1248.2,1248.2,1236.4,1236.4,2514.9,1248.2,1248.2,1236.4,1236.4,2514.9,1248.2,1236.4,1236.4,2514.9,1248.2,1236.4,1236.4,2514.9,1248.2,1236.4,1236.4,2514.9,1248.2,1236.4,1236.4,2514.9,2514.9,1236.4,1236.4,2514.9,1236.4,1236.4,2514.9,1236.4,1236.4,2514.9,1236.4,1236.4,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2,1248.2"	"H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"	
1rcf	M	1	1	0	1995	C	-						
1rcg	Os	24	1	0	1995	C	18	"A-E,A-I,A-R,A-U,A-W,B-G,B-L,B-T,B-V,B-X,C-H,C-J,C-Q,C-U,C-W,D-F,D-K,D-S,D-V,D-X,E-I,E-O,E-R,E-T,F-K,F-M,F-Q,F-S,G-L,G-P,G-R,G-T,H-J,H-N,H-Q,H-S,I-M,I-O,I-U,J-N,J-P,J-W,K-M,K-O,K-V,L-N,L-P,L-X,M-Q,M-U,N-S,N-X,O-T,O-V,P-R,P-W,Q-U,R-W,S-X,T-V"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1253.2,1253.2,2692.6,1249.9,1249.9,1253.2,1253.2,2692.6,1249.9,1249.9,1253.2,1253.2,2692.6,1249.9,1249.9,1253.2,1253.2,2692.6,1249.9,1249.9,1253.2,2692.6,1249.9,1249.9,1253.2,2692.6,1249.9,1249.9,1253.2,2692.6,1249.9,1249.9,1253.2,2692.6,1249.9,1249.9,1249.9,1249.9,2692.6,1249.9,1249.9,2692.6,1249.9,1249.9,2692.6,1249.9,1249.9,2692.6,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2,1253.2"	"H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,H,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1"	
1rci	Os	24	1	0	1995	C	18	"A-E,A-I,A-R,A-U,A-W,B-G,B-L,B-T,B-V,B-X,C-H,C-J,C-Q,C-U,C-W,D-F,D-K,D-S,D-V,D-X,E-I,E-O,E-R,E-T,F-K,F-M,F-Q,F-S,G-L,G-P,G-R,G-T,H-J,H-N,H-Q,H-S,I-M,I-O,I-U,J-N,J-P,J-W,K-M,K-O,K-V,L-N,L-P,L-X,M-Q,M-U,N-S,N-X,O-T,O-V,P-R,P-W,Q-U,R-W,S-X,T-V"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1254.3,1254.3,2575.7,1170.6,1170.6,1254.3,1254.3,2575.7,1170.6,1170.6,1254.3,1254.3,2575.7,1170.6,1170.6,1254.3,1254.3,2575.7,1170.6,1170.6,1254.3,2575.7,1170.6,1170.6,1254.3,2575.7,1170.6,1170.6,1254.3,2575.7,1170.6,1170.6,1254.3,2575.7,1170.6,1170.6,1170.6,1170.6,2575.7,1170.6,1170.6,2575.7,1170.6,1170.6,2575.7,1170.6,1170.6,2575.7,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3,1254.3"	"H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,H,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1"	
1rcj	M	1	1	0	2004	C	-						
1rcm	C2	2	1	0	1993	E	1	A-B	A-A	1146.8	I	1	
1rco	D4a	16	2	0	1997	-	13	"A-B,A-C,A-E,A-F,A-M,A-O,A-P,B-F,B-M,B-N,B-O,C-D,C-E,C-F,C-G,C-O,C-P,D-E,D-G,D-H,D-P,E-F,E-G,E-I,E-J,F-J,G-H,G-I,G-J,G-K,H-I,H-K,H-L,I-J,I-K,I-M,I-N,J-N,K-L,K-M,K-N,K-O,L-M,L-O,L-P,M-N,M-O,O-P"	"K-F,K-K,K-K,K-F,K-K,K-K,K-F,F-F,F-K,F-F,F-K,K-F,K-K,K-F,K-K,K-K,K-F,F-K,F-K,F-F,F-F,K-F,K-K,K-K,K-F,F-F,K-F,K-K,K-F,K-K,F-K,F-K,F-F,K-F,K-K,K-K,K-F,F-F,K-F,K-K,K-F,K-K,F-K,F-K,F-F,K-F,K-K,K-F"	"3752.5,9439.6,1027.1,1881.3,1027.1,942.2,1013.9,684.7,1881.3,684.7,1013.9,3752.5,942.2,1013.9,1027.1,1027.1,1881.3,1013.9,1881.3,684.7,684.7,3752.5,9439.6,1027.1,1881.3,684.7,3752.5,942.2,1013.9,1027.1,1013.9,1881.3,684.7,3752.5,9439.6,1027.1,1881.3,684.7,3752.5,942.2,1013.9,1027.1,1013.9,1881.3,684.7,3752.5,9439.6,3752.5"	"T,I,H,T,H,I,T,H,T,H,T,T,I,T,H,H,T,T,T,H,H,T,I,H,T,H,T,I,T,H,T,T,H,T,I,H,T,H,T,I,T,H,T,T,H,T,I,T"	"1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1"	
1rcp	M	1	1	0	1996	-	-						
1rcq	C2	2	1	1	2004	-	1	A-B	A-A	5914.9	I	1	
1rct	M	1	1	0	2004	E	-						
1rcu	D2	4	1	1	2003	-	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"1225.3,2187.7,2187.7,1225.3"	"I,I,I,I"	"1,1,1,1"	
1rcv	C5	5	1	0	2004	-	22	"A-B,A-E,B-C,C-D,D-E"	"A-A,A-A,A-A,A-A,A-A"	"2540.2,2540.2,2540.2,2540.2,2540.2"	"H,H,H,H,H"	"1,1,1,1,1"	
1rcw	C2	2	1	1	2004	-	1	A-B	A-A	1897.4	I	1	
1rcx	D4a	16	2	0	1997	-	13	"A-B,A-C,A-E,A-F,A-M,A-O,A-P,B-F,B-M,B-N,B-O,C-D,C-E,C-F,C-G,C-O,C-P,D-E,D-G,D-H,D-P,E-F,E-G,E-I,E-J,F-J,G-H,G-I,G-J,G-K,H-I,H-K,H-L,I-J,I-K,I-M,I-N,J-N,K-L,K-M,K-N,K-O,L-M,L-O,L-P,M-N,M-O,O-P"	"K-F,K-K,K-K,K-F,K-K,K-K,K-F,F-F,F-K,F-F,F-K,K-F,K-K,K-F,K-K,K-K,K-F,F-K,F-K,F-F,F-F,K-F,K-K,K-K,K-F,F-F,K-F,K-K,K-F,K-K,F-K,F-K,F-F,K-F,K-K,K-K,K-F,F-F,K-F,K-K,K-F,K-K,F-K,F-K,F-F,K-F,K-K,K-F"	"3791.7,9454.3,1028.8,1880.1,1028.8,969.7,957.1,681.7,1880.1,681.7,957.1,3791.7,969.7,957.1,1028.8,1028.8,1880.1,957.1,1880.1,681.7,681.7,3791.7,9454.3,1028.8,1880.1,681.7,3791.7,969.7,957.1,1028.8,957.1,1880.1,681.7,3791.7,9454.3,1028.8,1880.1,681.7,3791.7,969.7,957.1,1028.8,957.1,1880.1,681.7,3791.7,9454.3,3791.7"	"T,I,H,T,H,I,T,H,T,H,T,T,I,T,H,H,T,T,T,H,H,T,I,H,T,H,T,I,T,H,T,T,H,T,I,H,T,H,T,I,T,H,T,T,H,T,I,T"	"1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1"	
1rcy	M	1	1	1	1997	C	-						
1rd4	M	1	1	0	2004	-	-						
1rd5	M	1	1	1	2004	-	-						
1rd6	M	1	1	0	2004	C	-						
1rd7	C2	2	1	0	1996	E	1	A-B	A-A	848.5	I	1	
1rd9	C5	5	1	0	2004	-	22	"A-B,A-E,B-C,C-D,D-E"	"A-A,A-A,A-A,A-A,A-A"	"2553.8,2553.8,2553.8,2553.8,2553.8"	"H,H,H,H,H"	"1,1,1,1,1"	
1rda	M	1	1	0	1993	C	-						
1rdb	M	1	1	0	1993	C	-						
1rdc	M	1	1	0	1993	C	-						
1rdd	M	1	1	0	1993	C	-						
1rdg	M	1	1	0	1989	C	-						
1rdi	C2	2	1	0	1996	C	1	A-B	A-A	1363.2	I	1	
1rdj	C2	2	1	0	1996	C	1	A-B	A-A	1364.7	I	1	
1rdk	C2	2	1	0	1996	C	1	A-B	A-A	1355.4	I	1	
1rdl	C2	2	1	0	1996	C	1	A-B	A-A	1362	I	1	
1rdm	C2	2	1	0	1996	C	1	A-B	A-A	1361.9	I	1	
1rdn	C2	2	1	0	1996	C	1	A-B	A-A	1356.7	I	1	
1rdo	C2	2	1	0	1996	C	1	A-B	A-A	1351.9	I	1	
1rdp	C5	5	1	0	2004	-	22	"A-B,A-E,B-C,C-D,D-E"	"A-A,A-A,A-A,A-A,A-A"	"2548.1,2548.1,2548.1,2548.1,2548.1"	"H,H,H,H,H"	"1,1,1,1,1"	
1rdq	M	1	1	0	2004	C	-						
1rdr	M	1	1	0	1998	-	-						
1rds	M	1	1	0	1993	-	-						
1rdv	M	1	1	0	1999	C	-						
1rdw	C2	2	1	0	2003	E	1	A-B	A-A	1488	I	1	
1rdy	D2	4	1	0	1997	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"4553.9,2657.4,1098.1,1098.1,2657.4,4553.9"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1rdz	D2	4	1	0	1997	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"4560.4,2619.0,1079.0,1079.0,2619.0,4560.4"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1re0	M	2	2	1	2003	-	2	A-B	A-B	2837.1	T	1	
1re2	M	1	1	0	1999	C	-						
1re3	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"3443.2,1431.7,3861.0"	"T,T,T"	"1,0,1"	
1re4	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"3749.9,1722.5,4313.9"	"T,T,T"	"1,0,1"	
1re5	D2	4	1	1	2004	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"7625.6,2550.0,4239.7,4239.7,2550.0,7625.6"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1re7	C2	2	1	0	1996	E	1	A-B	A-A	1059.7	I	1	
1re8	M	1	1	0	2004	C	-						
1re9	M	1	1	0	2004	C	-						
1rec	C4	4	1	0	1994	E	10	"A-C,A-D,B-C,B-D"	"A-A,A-A,A-A,A-A"	"2198.4,2198.4,2198.4,2198.4"	"H,H,H,H"	"1,1,1,1"	
1red	M	1	1	0	1997	-	-						
1ree	M	1	1	0	1997	-	-						
1ref	M	1	1	0	1997	-	-						
1rei	C2	2	1	0	1976	C	1	A-B	A-A	1451	I	1	
1rej	M	1	1	0	2004	C	-						
1rek	M	1	1	0	2004	C	-						
1rem	M	1	1	0	1998	C	-						
1reo	C2	2	1	0	2004	-	1	A-B	A-A	4142.6	I	1	
1req	M	2	2	0	1997	-	2	A-B	A-B	10498.4	T	1	
1rer	C3	3	1	1	2004	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"4498.9,4498.9,4498.9"	"H,H,H"	"1,1,1"	
1reu	C2	2	1	0	2004	-	1	A-B	A-A	2551.6	I	1	
1rew	C2	4	2	0	2004	-	11	"A-B,A-C,A-D,B-C,B-D"	"A-A,A-D,A-D,A-D,A-D"	"2417.7,1751.9,808.7,808.7,1751.9"	"I,T,T,T,T"	"1,1,0,0,1"	
1rex	M	1	1	0	1997	C	-						
1rey	M	1	1	0	1997	C	-						
1rez	M	1	1	0	1997	C	-						
1rf0	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"3723.6,1703.5,4252.7"	"T,T,T"	"1,0,1"	
1rf1	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"3552.1,1652.5,4123.4"	"T,T,T"	"1,0,1"	
1rf2	C5	5	1	0	2004	-	22	"A-B,A-E,B-C,C-D,D-E"	"A-A,A-A,A-A,A-A,A-A"	"2550.5,2550.5,2550.5,2550.5,2550.5"	"H,H,H,H,H"	"1,1,1,1,1"	
1rf3	C3	3	1	0	2004	-	6	"A-C,A-E,C-E"	"A-A,A-A,A-A"	"2569.4,2569.4,2569.4"	"H,H,H"	"1,1,1"	
1rf4	M	1	1	0	2004	-	-						
1rf5	M	1	1	0	2004	-	-						
1rf6	M	1	1	1	2004	-	-						
1rf7	M	1	1	0	1997	C	-						
1rf9	M	1	1	0	2004	C	-						
1rfb	C2	2	1	0	1994	C	1	A-B	A-A	5361.6	I	1	
1rfe	M	1	1	1	2004	-	-						
1rfg	C3	3	1	0	2004	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2553.4,2553.4,2553.4"	"H,H,H"	"1,1,1"	
1rfj	M	1	1	0	2004	C	-						
1rfk	M	1	1	0	2005	-	-						
1rfp	M	1	1	0	1997	C	-						
1rfs	M	1	1	0	1998	-	-						
1rft	C2	2	1	1	2004	C	1	A-B	A-A	3797	I	1	
1rfu	C2	2	1	0	2004	-	1	A-B	A-A	4016.2	I	1	
1rfv	C2	2	1	0	2004	C	1	A-B	A-A	4081.6	I	1	
1rfx	C3	3	1	1	2004	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1835.7,1835.7,1835.7"	"H,H,H"	"1,1,1"	
1rfy	C2	2	1	0	2004	-	1	A-B	A-A	2154	I	1	
1rfz	D2	4	1	1	2004	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"1719.7,727.1,2861.7,2861.7,727.1,1719.7"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1rg5	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"9084.7,3160.7,5521.2"	"T,T,T"	"1,0,1"	
1rg7	M	1	1	0	1997	C	-						
1rg8	M	1	1	0	2004	-	-						
1rg9	D2	4	1	0	2004	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"5697.8,964.3,950.4,950.4,964.3,5697.8"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1rga	M	1	1	0	1993	-	-						
1rgb	C2	2	1	0	2005	-	1	A-B	A-A	2736.8	I	1	
1rgc	M	1	1	0	1994	-	-						
1rgi	M	2	2	0	2004	-	2	A-B	A-B	3945.1	T	1	
1rgk	M	1	1	0	1993	-	-						
1rgl	M	1	1	0	1993	-	-						
1rgn	M	3	3	0	2004	-	5	"A-B,A-C,B-C"	"A-B,A-C,B-C"	"8915.1,3104.3,5403.0"	"T,T,T"	"1,0,1"	
1rgp	M	1	1	1	1997	-	-						
1rgs	M	1	1	0	1996	-	-						
1rgv	M	1	1	0	2004	-	-						
1rgx	C3	3	1	0	2004	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2069.6,2069.6,2069.6"	"H,H,H"	"1,1,1"	
1rgy	M	1	1	0	2004	-	-						
1rgz	M	1	1	0	2004	C	-						
1rh1	M	1	1	1	2004	-	-						
1rh3	M	1	1	0	1997	C	-						
1rh5	M	3	3	0	2004	-	5	"A-B,A-C"	"A-B,A-C"	"3318.8,2652.4"	"T,T"	"1,1"	
1rh7	C3	3	1	1	2004	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1550.9,1550.9,1550.9"	"H,H,H"	"1,1,1"	
1rh9	M	1	1	1	2005	-	-						
1rha	M	1	1	0	1995	C	-						
1rhb	M	1	1	0	1995	C	-						
1rhc	C2	2	1	1	2004	-	1	A-B	A-A	4443.5	I	1	
1rhd	M	1	1	0	1978	-	-						
1rhf	M	1	1	1	2004	-	-						
1rhh	M	2	2	0	2004	-	2	A-B	A-B	3288.4	T	1	
1rhk	C2	4	2	0	2004	-	11	"A-B,A-D,A-E,B-D,B-E,D-E"	"A-E,A-A,A-E,E-A,E-E,A-E"	"4202.5,685.5,656.1,656.1,2703.8,4202.5"	"T,I,T,T,I,T"	"1,0,0,0,1,1"	
1rhl	M	1	1	0	1998	-	-						
1rho	M	1	1	0	1997	-	-						
1rhs	M	1	1	0	1998	-	-						
1rhy	C3	3	1	1	2004	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1356.7,1356.7,1356.7"	"H,H,H"	"1,1,1"	
1rhz	M	3	3	1	2004	-	5	"A-B,A-C"	"A-B,A-C"	"3328.5,2622.5"	"T,T"	"1,1"	
1ri1	M	1	1	0	2004	C	-						
1ri2	M	1	1	0	2004	C	-						
1ri3	M	1	1	1	2004	C	-						
1ri4	M	1	1	0	2004	C	-						
1ri5	M	1	1	0	2004	C	-						
1ri6	M	1	1	1	2003	-	-						
1ri7	M	1	1	1	2004	-	-						
1ri8	M	2	2	0	2005	-	2	A-B	A-B	1421	T	1	
1rib	C2	2	1	0	1994	-	1	A-B	A-A	6056.3	I	1	
1rid	M	1	1	1	2004	-	-						
1rie	M	1	1	0	1996	-	-						
1rif	M	1	1	0	2003	-	-						
1rih	M	2	2	0	2004	-	2	A-B	A-B	3270.7	T	1	
1rii	D2	4	1	0	2004	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"1662.1,928.6,202.9,202.9,928.6,1662.1"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1ril	M	1	1	0	1993	-	-						
1riq	M	1	1	0	2004	-	-						
1ris	D2	4	1	1	1994	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"1135.2,1132.4,347.3,347.3,1132.4,1135.2"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1riy	C2	2	1	1	2004	C	1	A-B	A-A	3777.5	I	1	
1rj1	M	1	1	1	2004	-	-						
1rj2	M	1	1	1	2004	-	-						
1rj4	M	1	1	0	2004	-	-						
1rj5	M	1	1	1	2004	-	-						
1rj6	M	1	1	0	2004	-	-						
1rj7	C3	3	1	1	2003	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1812.6,1812.6,1812.6"	"H,H,H"	"1,1,1"	
1rj8	C3	3	1	0	2003	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1995.1,1995.1,1995.1"	"H,H,H"	"1,1,1"	
1rj9	M	2	2	0	2004	-	2	A-B	A-B	3042.8	T	1	
1rjb	M	1	1	0	2004	C	-						
1rjc	M	2	2	0	2005	-	2	A-B	A-B	1605.5	T	1	
1rjd	M	1	1	0	2003	-	-						
1rje	M	1	1	1	2003	-	-						
1rjf	M	1	1	0	2003	-	-						
1rjg	M	1	1	0	2003	-	-						
1rjk	M	1	1	0	2004	-	-						
1rjm	D3a	6	1	0	2004	-	9	"A-B,A-C,A-E,A-F,B-C,B-D,B-E,C-D,C-F,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2553.0,2553.0,2154.1,806.1,2553.0,2154.1,806.1,806.1,2154.1,2553.0,2553.0,2553.0"	"H,H,I,I,H,I,I,I,I,H,H,H"	"1,1,1,0,1,1,0,0,1,1,1,1"	
1rjn	D3a	6	1	0	2004	-	9	"A-B,A-C,A-E,A-F,B-C,B-D,B-E,C-D,C-F,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2643.6,2643.6,2944.2,1855.2,2643.6,2944.2,1855.2,1855.2,2944.2,2643.6,2643.6,2643.6"	"H,H,I,I,H,I,I,I,I,H,H,H"	"1,1,1,0,1,1,0,0,1,1,1,1"	
1rjo	C2	2	1	0	2004	C	1	A-B	A-A	13409.3	I	1	
1rjp	M	1	1	0	2004	-	-						
1rjq	M	1	1	0	2004	-	-						
